Created_at,Id,Full_text,Location,User_description,Date
Wed Jun 26 12:09:31 +0000 2019,1143853797887709184,RT @CE4AMR: Fantastic first session at #CE4AMR19 hearing from senior researchers and ministry officials on #onehealth and #AMR Now time for…,"Thapathali, Kathmandu",Health Education Research Development,2019-06-26
Wed Jun 26 12:09:24 +0000 2019,1143853765931352064,RT @NaomiBullVet: Really interesting to learn about the approaches Nepal are taking to tackle #AMR with a real commitment to #OneHealth and…,"Thapathali, Kathmandu",Health Education Research Development,2019-06-26
Wed Jun 26 12:09:17 +0000 2019,1143853736034365445,RT @NaomiBullVet: Great to hear from @WHO about the importance of systematic surveillance for #AMR. There are many benefits for participati…,"Thapathali, Kathmandu",Health Education Research Development,2019-06-26
Wed Jun 26 12:09:07 +0000 2019,1143853697669091330,RT @smadixit: Honoured to have presentrd situation analysis of #AMR in #nepal at event organized by @HERDIntl and @sushilbaral today. https…,"Thapathali, Kathmandu",Health Education Research Development,2019-06-26
Wed Jun 26 12:08:28 +0000 2019,1143853530760929280,RT @GiriRomi: #happeningnow #AMR #GlobalProspects #OneHealth #CommunityEngagement #NationalActionPlan Where does Nepal stand? #CM4AMR at Ho…,"Thapathali, Kathmandu",Health Education Research Development,2019-06-26
Wed Jun 26 12:08:02 +0000 2019,1143853423219003394,"RT @sushilbaral: Working together has no alternative to our journey to save antibiotics in our time, let’s act and keep antibiotics for gen…","Thapathali, Kathmandu",Health Education Research Development,2019-06-26
Wed Jun 26 12:04:58 +0000 2019,1143852650418659328,Now online available: AMR Insights 2019-07: https://t.co/nRynBudkWD #amr #AntimicrobialResistance #amrinsights https://t.co/ZXpUKJ5IM7,The Netherlands,"Antimicrobial resistance (AMR): a global threat. AMR Insights offers global platform for information and education, and network for professionals. @M_van_Dongen",2019-06-26
Wed Jun 26 12:03:11 +0000 2019,1143852201099444224,"RT @sushilbaral: Working together has no alternative to our journey to save antibiotics in our time, let’s act and keep antibiotics for gen…",United Kingdom,researcher working on global public health,2019-06-26
Wed Jun 26 12:01:17 +0000 2019,1143851723594915840,"RT @The_MRC: Jessica Boname, MRC Head of #AMR, updated @CommonsSTC Chair @normanlamb MP today on research progress at our @senseaboutsci #E…",United Kingdom,"With a £7bn budget, UKRI brings together the seven Research Councils, Innovate UK and Research England to support world-leading research and innovation.",2019-06-26
Wed Jun 26 12:00:19 +0000 2019,1143851482292334592,"The newly introduced #Vantage #AMR will feature a 7-speed manual transmission, inspired by iconic motorsport set-ups. #AstonMartin https://t.co/HOvXQG67Sw",Brentwood,Official #AstonMartin Luxury Car Dealer. #GrangeEngage,2019-06-26
Wed Jun 26 12:00:19 +0000 2019,1143851479142490112,"The newly introduced #Vantage #AMR will feature a 7-speed manual transmission, inspired by iconic motorsport set-ups. #AstonMartin https://t.co/AtbwaDjHp5","Hatfield, England",Official #AstonMartin Luxury Car Dealer. #GrangeEngage,2019-06-26
Wed Jun 26 12:00:18 +0000 2019,1143851475749232640,"The newly introduced #Vantage #AMR will feature a 7-speed manual transmission, inspired by iconic motorsport set-ups. #AstonMartin https://t.co/hJd6ahzX4h","Birmingham, England",Official #AstonMartin Luxury Car Dealer. #GrangeEngage,2019-06-26
Wed Jun 26 11:54:53 +0000 2019,1143850114152370176,"RT @The_MRC: Jessica Boname, MRC Head of #AMR, updated @CommonsSTC Chair @normanlamb MP today on research progress at our @senseaboutsci #E…",London UK,Campaigning charity challenging misrepresentation of science and evidence in public life. #AllTrials + #AskforEvidence home. @SenseScienceUSA @SenseScienceEU,2019-06-26
Wed Jun 26 11:54:37 +0000 2019,1143850047014080513,"Jessica Boname, MRC Head of #AMR, updated @CommonsSTC Chair @normanlamb MP today on research progress at our @senseaboutsci #EvidenceWeek pod in Parliament. @UKRI_News https://t.co/6RSIKReJOb",United Kingdom,Dedicated to improving human health since 1913. Blog: https://t.co/DpQ7hgb29m. Part of UK Research and Innovation.,2019-06-26
Wed Jun 26 11:38:31 +0000 2019,1143845995492651010,RT @UKNOAH: Very excited to be shortlisted alongside such excellent #AMR initiatives highlighting our sector's work towards responsible use…,,"Supporting great animal health & welfare for all animals, ethical & sustainable food supply - cat lover. All views are my own.",2019-06-26
Wed Jun 26 11:31:07 +0000 2019,1143844132693168128,"Great article from @HarvardChanSPH laying out the history and consequences of #AMR 
“Rising antibiotic resistance is not just a medical crisis—it’s a scientific, economic, political, and moral problem. Can we act before it’s too late?” https://t.co/OdfDtBK7PO","Bronx, NY",Antimicrobial Stewardship Program at Montefiore Medical Center in the Bronx,2019-06-26
Wed Jun 26 11:26:28 +0000 2019,1143842962276847616,"RT @NTDResearch: New #NTDs research:
Where does drug resistance in #Schistosomiasis come from?
https://t.co/DcUHSxUtip

Findings show value…","Shannon, Ireland",Chinese Journal of Schistosomiasis Control advances research & practice in the field of schistosomiasis and other parasitic diseases and their control in China.,2019-06-26
Wed Jun 26 11:23:13 +0000 2019,1143842145155059712,The joint TIBA-Fleming Fellows meeting was a success with discussions on infectious diseases and #AMR. Professor Woolhouse introduced the TIBA fellows and concept whiles Dr Muwonge did the same for the @FlemingFund fellows. Always grateful to our funders @NIHRresearch @DHSCgovuk https://t.co/fZquWAQRNf,"Edinburgh, Scotland","African-led, wide-ranging, multi-disciplinary programme that explores and draws lessons from the way different African health systems tackle infectious diseases",2019-06-26
Wed Jun 26 11:16:51 +0000 2019,1143840541219655682,"RT @C_Pley: Excellent @HarvardChanSPH article providing an overview of #AMR determinants &amp; challenges of antibiotic development, and crucia…",,Interviewer @hayfestival - @LSHTM MPH student - @ImperialSPH alum - Director of International Affairs @WeAreSfGH - 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,2019-06-26
Wed Jun 26 11:16:24 +0000 2019,1143840429772812289,RT @OneHealthEJP: What can YOU do to help to prevent the spread #AntimicrobialResistance? We all have a role to play! #WednesdayWisdom #Wed…,,"Not ambivalent, just unpredictable!   supporting the work of @ProfNoelFitz  #Supervet #OneMedicine  #OneHealth",2019-06-26
Wed Jun 26 11:14:10 +0000 2019,1143839868994367488,What can YOU do to help to prevent the spread #AntimicrobialResistance? We all have a role to play! #WednesdayWisdom #WednesdayThoughts #WednesdayMotivation #AMR #PublicHealth https://t.co/EANju5jq95,,"Horizon2020 - Promoting #OneHealth in Europe through joint actions on #FoodborneZoonoses, #AntimicrobialResistance and #EmergingThreats 🇪🇺 #OneHealthEJP",2019-06-26
Wed Jun 26 11:12:52 +0000 2019,1143839540798472192,"RT @EpidAlert: Although the resistance of bacteria to antibiotics can happen naturally, our misuse of #antibiotics have helped speed up the…",Lagos. Nigeria,Lead Mentor @ SHYNAD MENTORSHIP ACADEMY. Enquiries : Email: alamutuniyi@gmail.com .,2019-06-26
Wed Jun 26 11:09:36 +0000 2019,1143838719159525382,RT @UKNOAH: Very excited to be shortlisted alongside such excellent #AMR initiatives highlighting our sector's work towards responsible use…,,"Specialists in the UK dairy industry, also working with livestock & arable sectors, as well as the allied industries and supply chain.",2019-06-26
Wed Jun 26 11:08:45 +0000 2019,1143838505526845441,"Healthcare professionals can help prevent the spread of #AMR by only prescribing #antibiotics when necessary, ask these 5 questions before prescribing an #antimicrobial

1. Is there good clinical evidence of an INFECTION? 
2. Will it respond to THERAPY?",Nigeria,"Applying Ebola response experience to Malaria, Lassa fever, Diarrhoeal diseases and Polio prevention. Using @AlertClinic for Risk Communications & Surveillance.",2019-06-26
Wed Jun 26 11:00:55 +0000 2019,1143836533847449601,"Warehouse challenges? our Robots are the solution!

#Warehouse #AMR #Robots

https://t.co/L9p6Ci6llY","Massachusetts, USA",Solving e-commerce order fulfillment & manufacturing challenges.,2019-06-26
Wed Jun 26 11:00:05 +0000 2019,1143836323331137536,"visit https://t.co/duU2HB2hAk or send us a DM, to discover how you can participate to our panel on #AMR on July 2nd. There's only one week left!
@mediwales @MW_ConnectsNHS @EU_H2020 @SwanseaUni
#MediWalesConnects #H2020 #antimicrobialresistance",,A #UK project funded by #H2020 #FTIProgramme aiming at producing a ground-breaking #PointOfCare leader in the global #breath #diagnostics sector,2019-06-26
Wed Jun 26 10:55:49 +0000 2019,1143835250411204608,RT @SarahHyder: Can’t agree more. How we embed  evidence in local context to raise awareness and improve knowledge of #AMR is hugely import…,Gadchiroli,"Public health practitioner, researcher, advocate and a neurologist working on health problems in rural and tribal India",2019-06-26
Wed Jun 26 10:54:59 +0000 2019,1143835039987187714,"RT @AWG_News: By 2050, #superbugs could kill 10 million people. Learn more about the fight against #AntimicrobialResistance https://t.co/Qr…",Born yesterday anytown USA,ego death and suicide of pride,2019-06-26
Wed Jun 26 10:54:50 +0000 2019,1143835002125389824,RT @UKNOAH: Very excited to be shortlisted alongside such excellent #AMR initiatives highlighting our sector's work towards responsible use…,,"Raw Milk retailer. Milking 560 crossbreds in Cheshire, all year round calving and closed herd. Lovin all our girls & our Milk Shack Raw & Pure Milk",2019-06-26
Wed Jun 26 10:49:00 +0000 2019,1143833534165147648,Kickoff of expert meeting on One Health integrated ESBL E. coli surveillance #AMR @WHO @FAOAnimalHealth @OIEAnimalHealth https://t.co/tkRS6KLn8l,,,2019-06-26
Wed Jun 26 10:47:26 +0000 2019,1143833139917119488,RT @SarahHyder: Experts emphasise the need for #communityengagement to tackle #AMR. Look forward to learning more about #community-led proj…,"दिल्ली, भारत",,2019-06-26
Wed Jun 26 10:47:00 +0000 2019,1143833029632245760,"No new classes of antibiotics have been approved since the 1980s. In this report, we look at the reasons behind a shrinking pool of treatment options to combat #AMR: https://t.co/RRBMXjrso2 https://t.co/mQt1L71SqM","Genève, Suisse","An #AMRAlliance of 100+ pharma, generics, biotech, diagnostic companies & assocs to drive & measure industry progress to curb #AntibioticResistance #AMR",2019-06-26
Wed Jun 26 10:46:26 +0000 2019,1143832887260663809,"RT @SarahHyder: By mobilising &amp; empowering communities to tackle local health challenges (including #AMR), CHCs can act as engines of chang…","Hyderabad, Andhra Pradesh","PhD: Delhi Univ, Post PhD: Cambridge Univ, Oxford Univ; Professor IIT Kanpur; Senior VP Dr Reddy's Laboratories; Director Dr Reddy's Institute of Life Sciences",2019-06-26
Wed Jun 26 10:38:09 +0000 2019,1143830803157147648,"RT @AMRAlliance: Investing in #UHC = investing in fight against #AMR, by providing:

💉 Access to #vaccines that prevent infections
💊 Access…",Global,Preserving Life of Existing Antibiotics - A global antibiotic stewardship and awareness campaign by plea Charitable Trust.Together we can make a difference!,2019-06-26
Wed Jun 26 10:37:22 +0000 2019,1143830607534931969,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…",,"Biologa, investigador del ivic. Interesada en la ecologia microbiana en animales silvestres, en particular en aves",2019-06-26
Wed Jun 26 10:36:33 +0000 2019,1143830399048716288,RT @Reyher_UofBVet: One week left to apply to work w/ us on #OneHealth #AMR! @AMRForce @Bristol_Vets @Bristol_AMR https://t.co/UjKiuxeRK8 h…,Bristol,"Biomedical Research Centre COO, ABM breastfeeding counsellor, mum of two, wife of one, feeder of one cat. This is a personal account.",2019-06-26
Wed Jun 26 10:34:41 +0000 2019,1143829928779104257,One week left to apply to work w/ us on #OneHealth #AMR! @AMRForce @Bristol_Vets @Bristol_AMR https://t.co/UjKiuxeRK8 https://t.co/VjzhselP0H,"University of Bristol, UK","Reader in Veterinary Epidemiology and Population Health, AMR & communication researcher, women in STEM mentor, lover of ice cream & doughnuts. All views my own.",2019-06-26
Wed Jun 26 10:33:42 +0000 2019,1143829681856286720,"RT @C_Pley: Excellent @HarvardChanSPH article providing an overview of #AMR determinants &amp; challenges of antibiotic development, and crucia…","Boston, MA",Powerful ideas for a healthier world.,2019-06-26
Wed Jun 26 10:30:45 +0000 2019,1143828940773109760,"Excellent @HarvardChanSPH article providing an overview of #AMR determinants &amp; challenges of antibiotic development, and crucially, showing the human face of drug-resistant infections. Behind every #AMR statistic are thousands of individual stories. Let's hear them. https://t.co/ww4QLgplYQ","Cambridge, England","Cambridge medicine. AMR epi @PHE_uk, UHC @ChathamHouse, Policy associate @womeninGH. Past @MSF_access, @IFMSA preWHA OC & @WeAreSfGH. Opinions=own. 🇬🇧🇫🇷🇩🇪",2019-06-26
Wed Jun 26 10:27:42 +0000 2019,1143828171793543168,"RT @The_MRC: We’re with @senseaboutsci in Parliament today with our @UKRI_News evidence pod, having important discussions with MP’s about t…",,"Travel, culture and policy enthusiast, with the aim to see as much of the world as I can, whilst trying to improve the life science research landscape #science",2019-06-26
Wed Jun 26 10:25:05 +0000 2019,1143827515124965376,"RT @The_MRC: We’re with @senseaboutsci in Parliament today with our @UKRI_News evidence pod, having important discussions with MP’s about t…",London UK,Campaigning charity challenging misrepresentation of science and evidence in public life. #AllTrials + #AskforEvidence home. @SenseScienceUSA @SenseScienceEU,2019-06-26
Wed Jun 26 10:25:05 +0000 2019,1143827513560457216,Great to hear ARGUS is starting up this week in #Zimbabwe - it's investigating prevalence of &amp; underlying molecular mechanisms for #AMR in Gram -ve bacilli causing UTIs. Training is taking place - more to come soon! Details: https://t.co/ujKomlmvWx @ZLshtm @rashida_abbferr,"London, England","Multi-site study to identify causes of #fever in children & adults, & assess #antimicrobialresistance #AMR in Laos, Malawi, Mozambique, Myanmar & Zimbabwe",2019-06-26
Wed Jun 26 10:23:33 +0000 2019,1143827128837742592,"RT @mark_blaskovich: And another one... @IMBatUQ @UQ_News @COADD_news #AMR #antibiotic 
Cannabidiol shows promise against superbug infectio…",Global,Preserving Life of Existing Antibiotics - A global antibiotic stewardship and awareness campaign by plea Charitable Trust.Together we can make a difference!,2019-06-26
Wed Jun 26 10:18:02 +0000 2019,1143825741269864449,RT @longitude_prize: Who's ahead and who's behind in POC diagnostics in #AMR? What are the trends in this area? Find out more in our patent…,"Washington, DC",Join the #AntibioticResistance Action Center at the George Washington University (#GWSPH) in the global battle against #antibioticresistance & #superbugs,2019-06-26
Wed Jun 26 10:17:42 +0000 2019,1143825658088497152,"We’re with @senseaboutsci in Parliament today with our @UKRI_News evidence pod, having important discussions with MP’s about the challenge of #AMR. https://t.co/k7V6KTjT9O",United Kingdom,Dedicated to improving human health since 1913. Blog: https://t.co/DpQ7hgb29m. Part of UK Research and Innovation.,2019-06-26
Wed Jun 26 10:17:34 +0000 2019,1143825624492138496,RT @SaSuperbugs: Glad to have the opportunity to share our story of creatively engaging with children on #AntibioticResistance at #CE4AMR19…,"Washington, DC",Join the #AntibioticResistance Action Center at the George Washington University (#GWSPH) in the global battle against #antibioticresistance & #superbugs,2019-06-26
Wed Jun 26 10:07:16 +0000 2019,1143823031816638464,RT @CE4AMR: Welcome to #CE4AMR19 a 3-day workshop unpacking the use of #CommunityEngagement and #Arts and #Humanities methodology in #AMR a…,UK,"Arts and Humanities Research Council – Supporting world-class research into human culture & creativity |

AHRC is part of UK Research and Innovation @UKRI_News",2019-06-26
Wed Jun 26 10:06:47 +0000 2019,1143822911133954050,"Did you get the chance to view one of our 10 abstracts at @ESCMID? If not, catch up on our website! https://t.co/Pd3TVb1qjK  #ESCMID2019 @IMI_JU @Pfizer #AMR #antimicrobialresistance #AMR #InfectiousDiseases https://t.co/uPcqjNCgt5",,Combatting Bacterial Resistance in Europe. Unprecedented collaboration between academia and industry for the research & development of new drugs against AMR.,2019-06-26
Wed Jun 26 10:06:41 +0000 2019,1143822883392765954,RT @FrankenwinePod: Here are some fun details about the use of #Bacteriophage therapy to combat antibiotic-reistant bacterial infections! T…,"England, United Kingdom",BMS @sheffhallamuni ~ Microbiology @DBH_NHSFT ~ Scout Leader ~ Cat person 🐱,2019-06-26
Wed Jun 26 10:03:14 +0000 2019,1143822016249782272,RT @UKNOAH: Very excited to be shortlisted alongside such excellent #AMR initiatives highlighting our sector's work towards responsible use…,Suffolk,Freelance journalist and editor of Cow Management - the magazine for progressive dairy producers.,2019-06-26
Wed Jun 26 10:03:13 +0000 2019,1143822012877402112,"RT @reactgroup: ReAct's Sujith Chandy and Anthony So at the Regional workshop on #AMR in Penang. Prof. So addressed: ""Building Momentum fro…",Global,Preserving Life of Existing Antibiotics - A global antibiotic stewardship and awareness campaign by plea Charitable Trust.Together we can make a difference!,2019-06-26
Wed Jun 26 10:02:13 +0000 2019,1143821758824402945,"ReAct's Sujith Chandy and Anthony So at the Regional workshop on #AMR in Penang. Prof. So addressed: ""Building Momentum from the Recommendations of the @uniacgamr on #AntimicrobialResistance” and “One Health and AMR: Collaborating Across Sectors”. @South_Centre @3rdworldnetwork https://t.co/lGxNYhEzN0",,"An independent global network for concerted action on AntibioticResistance. 
Privacy policy: https://t.co/gb2XnQJzUT",2019-06-26
Wed Jun 26 10:01:46 +0000 2019,1143821645603196929,2016. GSK becomes the first pharma company to take a public-private partnership approach to antibacterial R&amp;D in both Europe and the USA. #2019iags #IADR2019 #innovatingtogether #amr https://t.co/wLGrUX2RFJ,,We continually strive to develop innovative products that meet a variety of needs to help make the world’s mouths healthier. Tweets by GSK Oral Health team.,2019-06-26
Wed Jun 26 10:00:20 +0000 2019,1143821284763164674,Very excited to be shortlisted alongside such excellent #AMR initiatives highlighting our sector's work towards responsible use of #antibiotics @ForFarmersUK @kiteconsulting @pruexltd @royalaguni @semexuk - looking forward to hearing more tomorrow! https://t.co/FbZMRdVx4E,,"We represent the UK animal medicines industry: promoting the benefits of safe, effective, quality medicine. For pet owner advice see https://t.co/1le9JFEUqn",2019-06-26
Wed Jun 26 09:52:55 +0000 2019,1143819421569470470,RT @innovateuk: Read the @AmrInsights blog on the 'Participating in the UK Global Expert Mission ‘ exploring the collaboration &amp; #innovatio…,,,2019-06-26
Wed Jun 26 09:47:42 +0000 2019,1143818105140973568,"🚀 [VIDEO] How to move 30,000 #storage locations in under 3 hours ? With a @Scallog type solution this is possible! 💪#robots #robotics #logistics #Warehouse #innovation #Frenchtech #Goodstoperson #Goodstoman #boby #SupplyChain #Industry40 #IA #AGV #AMR https://t.co/vHrSkEZDAq",France,Logistics - Startup - Mobile robots,2019-06-26
Wed Jun 26 09:43:59 +0000 2019,1143817171841236992,RT @innovateuk: Read the @AmrInsights blog on the 'Participating in the UK Global Expert Mission ‘ exploring the collaboration &amp; #innovatio…,"University of London colleges, UK","Science, Economics, Technology: Connecting capability to combat threats from infectious disease & AMR. @RoyalVetCollege @SOAS @LSHTM @LSE funded @ResEngland CCF",2019-06-26
Wed Jun 26 09:42:06 +0000 2019,1143816698107068416,"RT @MORUBKK: Fight jargon, beat antimicrobial resistance! Get @wellcometrust-funded @MORUBKK-COMRU new AMR Dictionary today: #AMR words/ter…",Cambodia,Research Clinician in Cambodia | 🦠 #InfectiousDiseases | #Microbiology | #GlobalHealth | #AMR & #AntibioticResistance 💊,2019-06-26
Wed Jun 26 09:38:35 +0000 2019,1143815811259224065,"By mobilising &amp; empowering communities to tackle local health challenges (including #AMR), CHCs can act as engines of change in the community- group decisions may take time but they are more sustainable compared to individual making decisions #CE4AMR https://t.co/jQo2uaGr43","New Delhi, India","| Enabling #Science #Engagement & #Communication @India_Alliance | Lover of Music, Cinema & #SciArt I https://t.co/9gqtbbDRWR I Tweets are personal",2019-06-26
Wed Jun 26 09:38:18 +0000 2019,1143815740891566086,RT @innovateuk: Read the @AmrInsights blog on the 'Participating in the UK Global Expert Mission ‘ exploring the collaboration &amp; #innovatio…,London,Policy wonk/head of intl antimicrobial resistance policy @DHSCgovuk @UKgovGHS Tackling  #GlobalHealthSecurity & #GlobalDev challenges. Views own/RT≠endorsements,2019-06-26
Wed Jun 26 09:38:06 +0000 2019,1143815689721065472,Read the @AmrInsights blog on the 'Participating in the UK Global Expert Mission ‘ exploring the collaboration &amp; #innovation potential of the UK &amp; Germany in #Antimicrobialresistance #AMR: https://t.co/0sIPaIRru5 @KTNUK @UKRI_News https://t.co/lsUv36rwmF,,Executive Chair at Innovate UK. Funding and connecting with UK business to drive sector growth. Sport fanatic! .......views are my own,2019-06-26
Wed Jun 26 09:36:47 +0000 2019,1143815358924693504,#Antibacterial and #antibiofilm activity of acetone leaf extracts of nine under-investigated south African #Eugenia and #Syzygium (Myrtaceae) species and their selectivity indices https://t.co/2yREhtqLqi #AMR Would have been interesting to see clinical isolates included here.,UK,"Bad bugs, no drugs",2019-06-26
Wed Jun 26 09:36:36 +0000 2019,1143815315450548224,RT @PoultryHub: Our PI @FionaTomley is participating at #CE4AMR19 in #Nepal where she has been speaking about #AMR in #AnimalHealth and the…,University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-26
Wed Jun 26 09:35:29 +0000 2019,1143815033442508800,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…",,Plays with DNA sequencing and bioinformatics as a postdoc at Aalborg University. COI: I am a co-founder of @DNASense,2019-06-26
Wed Jun 26 09:35:17 +0000 2019,1143814984012615680,RT @WarwickLifeSci: Join us at 'Transmission' - a free science/arts event on 15 July raising awareness of antimicrobial disease transmissio…,,,2019-06-26
Wed Jun 26 09:34:34 +0000 2019,1143814802088837125,RT @innovateuk: Read the @AmrInsights blog on the 'Participating in the UK Global Expert Mission ‘ exploring the collaboration &amp; #innovatio…,,"The Knowledge Transfer Network @KTNUK is the UK’s Innovation network. We link new ideas and opportunities with expertise, markets and finance. #health",2019-06-26
Wed Jun 26 09:33:04 +0000 2019,1143814425142542336,Our PI @FionaTomley is participating at #CE4AMR19 in #Nepal where she has been speaking about #AMR in #AnimalHealth and the important work the Hub is doing. @GCRF @UKRI_News #OneHealth @RoyalVetCollege https://t.co/BoIxiY4XKg,"England, United Kingdom","Researching safe and sustainable poultry production in Bangladesh, India, Sri Lanka & Vietnam @GCRF @UKRI_News. Sign up to updates at https://t.co/eOPb4XWrDp",2019-06-26
Wed Jun 26 09:31:15 +0000 2019,1143813965413175296,RT @Dani_Barrington: Dr Juliet Waterkeyn of Africa AHEAD speaks at #CE4AMR19 about how Community Health Clubs can both lead to #WASH improv…,University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-26
Wed Jun 26 09:31:14 +0000 2019,1143813964347924480,Read the @AmrInsights blog on the 'Participating in the UK Global Expert Mission ‘ exploring the collaboration &amp; #innovation potential of the UK &amp; Germany in #Antimicrobialresistance #AMR: https://t.co/zDwCXmxrQL @KTNUK @UKRI_News https://t.co/71YATzfWTG,"Swindon, U.K.",We are the UK’s #innovation agency. We fund & support #science & #technology ideas that grow the #economy YouTube: https://t.co/mKmzoCgpYq  Part of @UKRI_News,2019-06-26
Wed Jun 26 09:29:59 +0000 2019,1143813649208958977,"RT @doctorsoumya: Chair &amp; board of ⁦@gardp_amr⁩ with ⁦@DrTedros⁩ &amp; ⁦@WHO⁩ colleagues to jointly plan strategy, key deliverables. To beat #A…",Personal Opinion,"A nomad, dreamer, innovator, and doer. Twitter opinions are entirely personal and do not represent the views of any organisation.",2019-06-26
Wed Jun 26 09:24:01 +0000 2019,1143812145487867905,"Proud to be part of the team supporting TDR's SORT IT course on antimicrobial resistance. SORT IT contributes to fighting #AMR by developing operational research capacity, building structures &amp; processes for evidence-informed decisions and enhancing knowledge sharing mechanisms. https://t.co/suiQmhv3vm",Nepal,Interested in evidence-informed health policy and practice. PhD student at Karolinska Institutet and consultant at TDR.,2019-06-26
Wed Jun 26 09:20:56 +0000 2019,1143811370388996097,RT @i_AMResponsible: The CDC estimated 20% of #AntimicrobialResistant infections were  from food-borne diseases. Plant foods can serve as a…,"North Carolina, USA","Professor, Molecular epidemiology.      Study antimicrobial resistant bacterial pathogens at the interface of humans, animals and the environment.",2019-06-26
Wed Jun 26 09:19:02 +0000 2019,1143810892888444930,Researchers in China have published their findings on the harmful antibiotic use within seafood and chicken via direct dosing and feed consumption throughout the country. Read more here: https://t.co/vrgJ6vKhYo #antibiotics #antibioticresistnce #AMR #foodsafety #feed #animalfeed https://t.co/91VZLQ1y3R,"Crumlin, UK",Dedicated to Providing Trusted Screening Solutions and Improving Global Food Safety #foodsecurity #foodsafety #wine #honey #dairy #meat #mycotoxin #seafood,2019-06-26
Wed Jun 26 09:19:00 +0000 2019,1143810886194348032,"RT @AMRAlliance: Investing in #UHC = investing in fight against #AMR, by providing:

💉 Access to #vaccines that prevent infections
💊 Access…",Global,"UHC2030, formerly IHP+, is the movement for building stronger health systems #HSS for universal health coverage #UHC RT not endorsement. #healthforall #UHC2030",2019-06-26
Wed Jun 26 09:17:48 +0000 2019,1143810580672851968,"RT @agilityht: The @WHO has launched a campaign to encourage global governments to adopt the #AWaRe tool, which classifies #antibiotics int…","Oxford, Nottingham, Goa.","Professor Pharmacy Practice and Policy, U. Nottingham. #SPHEIR transforming pharmacy education in Kenya Chair @RPS English Board @FIPEd lead,Trustee @CPA",2019-06-26
Wed Jun 26 09:17:40 +0000 2019,1143810550322913281,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…","Tennessee, USA",Rumen microbiologist. Grad student. Wife. Loving life and pursuing science. All opinions are my own.,2019-06-26
Wed Jun 26 09:16:33 +0000 2019,1143810265881989121,"RT @agilityht: The @WHO has launched a campaign to encourage global governments to adopt the #AWaRe tool, which classifies #antibiotics int…","Hertfordshire, England","Award-winning scientist, strategist & storyteller. CEO @agilityht. Runner, footballer, wannabe-comedian. All in fab shoes!",2019-06-26
Wed Jun 26 09:16:27 +0000 2019,1143810242188390401,RT @Dani_Barrington: Dr Juliet Waterkeyn of Africa AHEAD speaks at #CE4AMR19 about how Community Health Clubs can both lead to #WASH improv…,,"A network for researchers and practitioners using community engagement, to address antimicrobial resistance in LMICs. Funding: GCRF, AHRC, University of Leeds.",2019-06-26
Wed Jun 26 09:15:09 +0000 2019,1143809916571987968,"The @WHO has launched a campaign to encourage global governments to adopt the #AWaRe tool, which classifies #antibiotics into three groups – Access, Watch and Reserve: https://t.co/xmgnOIavaa #AdoptAWaRe #AMR #antibioticresistance https://t.co/ADY86795jT","Hertfordshire, England","Advancing your products, raising your profile: #consulting and #communications for the #healthcare and #technology sectors.",2019-06-26
Wed Jun 26 09:15:00 +0000 2019,1143809878894481409,We are delighted to see our article on antibiotic resistance in the summer edition of @EBRmagazine! Spreading awareness of #AMR is our mission. #AntibioticResistance #bio #pharmaceutical https://t.co/xRESknYetz,"Hertfordshire, UK",Our mission is to overcome the increasing problem of antibiotic resistance.,2019-06-26
Wed Jun 26 09:13:08 +0000 2019,1143809408746606592,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…","Prague, Czech Republic","Postdoc at the Czech Academy of Sciences, studying the Biogeochemistry and Microbial Ecology of Temperate Forests #womenInSTEM #Geek #MetalHead #QueerInSTEM🏳️‍🌈",2019-06-26
Wed Jun 26 09:04:19 +0000 2019,1143807191004123136,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…","Utrecht, Nederland","Assistant Professor at Utrecht University, Department of Infectious Diseases & Immunology. (meta)genomes, AMR, zoonotic bugs.",2019-06-26
Wed Jun 26 09:02:32 +0000 2019,1143806741504675841,Dr Juliet Waterkeyn of Africa AHEAD speaks at #CE4AMR19 about how Community Health Clubs can both lead to #WASH improvements and reduce #AMR. #WASHtwitter https://t.co/1mo8EuCCXt,"Everywhere, Planet Earth","Lecturer in #WASH, @LeedsUniEng | Co-Founder, @FSM_Fail | Editor-in-Chief, @Journal_Hum_Eng @EWB_Australia | #MenstruationMatters #Participation",2019-06-26
